Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
1971304,City of Thieves,David Benioff,"Benioff, David",,0670018708,9780670018703,0,4.26,Viking Books,Hardcover,258,2008,2008,,2013/12/26,,,read,,,,1,,,0,,,,,
650775,Collected Ghost Stories,M.R. James,"James, M.R.",,1853268399,9781853268397,0,4.16,Wordsworth Editions Ltd,Hardcover,568,1994,1931,,2013/12/26,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
110077,A Pair of Blue Eyes,Thomas Hardy,"Hardy, Thomas","Alan Manford, Tim Dolin",0192840738,9780192840738,5,3.77,Oxford University Press,Paperback,374,2005,1873,2013/12/01,2012/08/25,,,read,,,,1,,,0,,,,,
6065182,The Little Stranger,Sarah Waters,"Waters, Sarah",,1594488800,9781594488801,4,3.55,Riverhead Books ,Hardcover,466,2009,2009,,2013/10/29,,,read,,,,1,,,0,,,,,
16160797,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,"Galbraith, Robert",,0316206849,9780316206846,4,3.86,Mulholland Books,Hardcover,456,2013,2013,,2013/08/21,,,read,,,,1,,,0,,,,,
825901,Under the Greenwood Tree,Thomas Hardy,"Hardy, Thomas",,0192835173,9780192835178,4,3.67,Oxford University Press,Paperback,218,1999,1872,2013/07/30,2012/08/25,,,read,,,,1,,,0,,,,,
830526,Talking It Over,Julian Barnes,"Barnes, Julian",,0679736875,9780679736875,2,3.72,Vintage,Paperback,275,1992,1991,2013/07/08,2012/08/25,,,read,,,,1,,,0,,,,,
196842,The Best of Everything,Rona Jaffe,"Jaffe, Rona",,0143035290,9780143035299,5,3.77,Penguin Books,Paperback,448,2005,1958,2013/06/13,2013/03/31,,,read,,,,1,,,0,,,,,
6696469,A House to Let ,Charles Dickens,"Dickens, Charles","Wilkie Collins, Elizabeth Gaskell, Adelaide Anne Procter",,,0,3.63,,Kindle Edition,,,1858,,2013/06/09,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
45162,Fingersmith,Sarah Waters,"Waters, Sarah",,,,3,4.00,Riverhead Books,Paperback,548,2002,2002,2013/05/30,2013/05/19,,,read,,,,1,,,0,,,,,
19089,Middlemarch,George Eliot,"Eliot, George","Michel Faber, Doreen Roberts",0451529170,9780451529176,3,3.98,Signet,Paperback,904,2004,1871,2013/05/18,2012/08/25,,,read,,,,1,,,0,,,,,
46325,Dr Jekyll and Mr Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis",Vladimir Nabokov,0451523938,9780451523938,4,3.82,Signet Classics,Paperback,128,1987,1886,,2013/04/04,,,read,,,,1,,,0,,,,,
13562049,Sweet Tooth,Ian McEwan,"McEwan, Ian",,0224097377,9780224097376,0,3.42,Jonathan Cape,Hardcover,320,2012,2012,,2013/03/31,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
7140754,Solar,Ian McEwan,"McEwan, Ian",,,,4,3.26,Random House,Hardcover,287,2010,2010,,2012/08/25,,,read,,,,1,,,0,,,,,
103159,"The Forsyte Saga (The Forsyte Chronicles, #1-3)",John Galsworthy,"Galsworthy, John",,0192838628,9780192838629,4,4.17,Oxford University Press,Paperback,872,1999,1921,,2012/08/25,,,read,,,,1,,,0,,,,,
56759,The Mayor of Casterbridge,Thomas Hardy,"Hardy, Thomas",Keith Wilson,0141439785,9780141439785,5,3.84,Penguin Books Ltd,Paperback,445,2003,1886,,2012/08/25,,,read,,,,1,,,0,,,,,
777108,Armadale,Wilkie Collins,"Collins, Wilkie",John Sutherland,0140434119,9780140434118,4,3.93,Penguin Classics,Paperback,721,1995,1866,,2012/08/25,,,read,,,,1,,,0,,,,,
6138,The Moonstone,Wilkie Collins,"Collins, Wilkie",Carolyn G. Heilbrun,0375757856,9780375757853,5,3.90,Modern Library,Paperback,528,2001,1868,,2012/08/25,,,read,,,,1,,,0,,,,,
3102,Howards End,E.M. Forster,"Forster, E.M.",,0486424545,9780486424545,3,3.95,Dover Publications,Paperback,246,2002,1910,,2012/08/25,,,read,,,,1,,,0,,,,,
14935,Sense and Sensibility,Jane Austen,"Austen, Jane","Tony Tanner, Juliet Stevenson, Sam Ngo, Sara Singh, Rosalind Ballaster, Ros Ballaster",,,5,4.08,Penguin Books,Paperback,409,2003,1811,,2012/08/25,,,read,,,,1,,,0,,,,,
15812923,"Tinker, Tailor, Soldier, Spy",John le Carré,"Carré, John le",,1419324500,9781419324505,3,4.04,Recorded Books,Audiobook,9,1988,1974,,2012/08/25,,,read,,,,1,,,0,,,,,
6185,Wuthering Heights,Emily Brontë,"Brontë, Emily","Richard J. Dunn, Charlotte Brontë, Robert Heindel",0393978893,9780393978896,5,3.86,Norton,Paperback,464,2002,1847,,2012/08/25,,,read,,,,1,,,0,,,,,
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte","Michael Mason, Sylvère Monod, Barnett Freedman",0142437204,9780142437209,5,4.13,Penguin,Paperback,532,2003,1847,,2012/08/25,,,read,,,,1,,,0,,,,,
337113,The Tenant of Wildfell Hall,Anne Brontë,"Brontë, Anne",Stevie Davies,0140434747,9780140434743,5,3.97,Penguin Books,Paperback,576,1996,1848,,2012/08/25,,,read,,,,1,,,0,,,,,
11768,The Hotel New Hampshire,John Irving,"Irving, John",,0552992097,9780552992091,4,3.91,Black Swan,Paperback,520,1982,1981,2013/01/12,2012/08/25,,,read,,,,1,,,0,,,,,
54620,Mary Barton,Elizabeth Gaskell,"Gaskell, Elizabeth",Shirley Foster,0192805622,9780192805621,0,3.73,Oxford University Press,Paperback,437,2006,1848,,2012/08/25,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
2183,Sentimental Education,Gustave Flaubert,"Flaubert, Gustave","Robert Baldick, Geoffrey Wall",0140447970,9780140447972,0,3.83,Penguin Classics,Paperback,460,2004,1869,,2012/08/25,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
288636,Frankie and Stankie,Barbara Trapido,"Trapido, Barbara",,0747568146,9780747568148,2,3.60,Bloomsbury,Paperback,320,2004,2003,,2012/08/25,,,read,,,,1,,,0,,,,,
7506008,Sex and Stravinsky,Barbara Trapido,"Trapido, Barbara",,1408802325,9781408802328,3,3.50,Turtleback Books,Hardcover,303,2010,2010,,2012/08/25,,,read,,,,1,,,0,,,,,
910349,Noah's Ark,Barbara Trapido,"Trapido, Barbara",,0140274928,9780140274929,4,3.59,Penguin,Paperback,288,1998,1984,,2012/08/25,,,read,,,,1,,,0,,,,,
966360,Temples of Delight,Barbara Trapido,"Trapido, Barbara",,0140159533,9780140159530,3,3.76,Penguin,Paperback,368,1991,1990,,2012/08/25,,,read,,,,1,,,0,,,,,
910343,Brother of the More Famous Jack,Barbara Trapido,"Trapido, Barbara",,014027491X,9780140274912,5,3.85,Penguin,Paperback,224,1998,1982,,2012/08/25,,,read,,,,1,,,0,,,,,
1560965,The Shrimp and the Anemone,L.P. Hartley,"Hartley, L.P.",,0571203825,9780571203826,5,3.78,Faber  Faber,Paperback,217,2000,1944,,2012/08/25,,,read,,,,1,,,0,,,,,
258079,The Go-Between,L.P. Hartley,"Hartley, L.P.",Colm Tóibín,0940322994,9780940322998,5,3.97,New York Review of Books,Paperback,326,2002,1953,,2012/08/25,,,read,,,,1,,,0,,,,,
31463,Far From the Madding Crowd,Thomas Hardy,"Hardy, Thomas","Rosemarie Morgan, Shannon Russell",0141439653,9780141439655,3,3.94,Penguin Books,Paperback,433,2003,1874,,2012/08/25,,,read,,,,1,,,0,,,,,
56674,Empire of the Sun,J.G. Ballard,"Ballard, J.G.",,,9780743265232,0,3.99,PANTHER Granada Publishing,Paperback,351,1985,1984,,2012/08/25,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
815309,On Chesil Beach,Ian McEwan,"McEwan, Ian",,0224081187,9780224081184,4,3.59,Jonathan Cape,Hardcover,166,2007,2007,,2012/08/25,,,read,,,,1,,,0,,,,,
6870,Enduring Love,Ian McEwan,"McEwan, Ian",,0099481243,9780099481249,4,3.64,Vintage,Paperback,245,2004,1997,,2012/08/25,,,read,,,,1,,,0,,,,,
6867,Atonement,Ian McEwan,"McEwan, Ian",,038572179X,9780385721790,3,3.91,Anchor Books,Paperback,351,2003,2001,,2012/08/25,,,read,,,,1,,,0,,,,,
4772110,Nocturnes: Five Stories of Music and Nightfall,Kazuo Ishiguro,"Ishiguro, Kazuo",,0307397874,9780307397874,3,3.48,Knopf Canada,Hardcover,221,2009,2009,,2012/08/25,,,read,,,,1,,,0,,,,,
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,,,5,4.13,Faber & Faber,Paperback,258,2005,1989,,2012/08/25,,,read,,,,1,,,0,,,,,
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,1400078776,9781400078776,5,3.83,Vintage Books ,Paperback,288,2010,2005,,2012/08/25,,,read,,,,1,,,0,,,,,
81026,The Magic Toyshop,Angela Carter,"Carter, Angela",,0140256407,9780140256406,5,3.84,Penguin Books,Paperback,200,1996,1967,,2012/08/25,,,read,,,,1,,,0,,,,,
12346651,The Picture of Dorian Grey,Oscar Wilde,"Wilde, Oscar",Susan Beattie,1463703538,9781463703530,5,4.09,CreateSpace Independent Publishing Platform,,254,2011,1890,,2012/08/25,,,read,,,,1,,,0,,,,,
55428,Goodbye to All That,Robert Graves,"Graves, Robert",,,,4,3.92,Penguin Modern Classics,Paperback,281,2000,1929,,2012/08/25,,,read,,,,1,,,0,,,,,
588747,Lady Audley's Secret,Mary Elizabeth Braddon,"Braddon, Mary Elizabeth",,0192835203,9780192835208,0,3.76,Oxford University Press,Paperback,455,1987,1862,,2012/08/25,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
50398,Northanger Abbey,Jane Austen,"Austen, Jane",Alfred J. Mac Adam,1593082649,9781593082642,3,3.83,Barnes & Noble Classics,Paperback,251,2005,1818,,2012/08/25,,,read,,,,1,,,0,,,,,
45032,Mansfield Park,Jane Austen,"Austen, Jane",Kathryn Sutherland,0141439807,9780141439808,3,3.86,Penguin Books,Paperback,488,2003,1814,,2012/08/25,,,read,,,,1,,,0,,,,,
2156,Persuasion,Jane Austen,"Austen, Jane","Deidre Shauna Lynch, James Kinsley",0192802631,9780192802637,5,4.14,Oxford University Press,Paperback,249,2004,1817,,2012/08/25,,,read,,,,1,,,0,,,,,
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,,,4,4.27,Modern Library,Paperback,279,2000,1813,,2012/08/25,,,read,,,,1,,,0,,,,,
6969,Emma,Jane Austen,"Austen, Jane","Anna Luisa Zazo, Fiona Stafford",0141439580,9780141439587,4,4.02,Penguin Books,Paperback,474,2003,1815,,2012/08/25,,,read,,,,1,,,0,,,,,
49011,The Bloody Chamber and Other Stories,Angela Carter,"Carter, Angela",,014017821X,9780140178210,5,3.97,Penguin Books,Paperback,128,1990,1979,,2012/08/25,,,read,,,,1,,,0,,,,,
198483,The Infernal Desire Machines of Doctor Hoffman,Angela Carter,"Carter, Angela",,0140235191,9780140235197,2,3.77,Penguin Books,Paperback,221,1986,1972,,2012/08/25,,,read,,,,1,,,0,,,,,
3212034,The Fire Gospel,Michel Faber,"Faber, Michel",,1847672787,9781847672780,4,3.14,Canongate Books Ltd,Hardcover,208,2008,2006,,2012/08/25,,,read,,,,1,,,0,,,,,
123063,Under the Skin,Michel Faber,"Faber, Michel",,1841954802,9781841954806,3,3.73,Canongate Books Ltd,Paperback,296,2004,2000,,2012/08/25,,,read,,,,1,,,0,,,,,
40200,The Crimson Petal and the White,Michel Faber,"Faber, Michel",,1841954314,9781841954318,5,3.86,Canongate Books,Paperback,835,2003,2002,,2012/08/25,,,read,,,,1,,,0,,,,,
1109858,East Lynne,Mrs. Henry Wood,"Wood, Mrs. Henry",Elisabeth Jay,0192804626,9780192804624,0,3.71,Oxford University Press,Paperback,694,2005,1861,,2012/08/25,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
4659,A Widow for One Year,John Irving,"Irving, John",,,,4,3.76,Ballantine Books,Paperback,576,2004,1998,,2012/08/25,,,read,,,,1,,,0,,,,,
4687,The Cider House Rules,John Irving,"Irving, John",,0786226749,9780786226740,5,4.14,Thorndike Press,Hardcover,973,2000,1985,,2012/08/25,,,read,,,,1,,,0,,,,,
4473,A Prayer for Owen Meany,John Irving,"Irving, John",,0552135399,9780552135399,5,4.23,Black Swan,Paperback,637,1990,1989,,2012/08/25,,,read,,,,1,,,0,,,,,
383206,Wives and Daughters,Elizabeth Gaskell,"Gaskell, Elizabeth",Pam Morris,014043478X,9780140434781,5,4.10,Penguin Books,Paperback,679,1996,1863,,2012/08/25,,,read,,,,1,,,0,,,,,
32261,Tess of the D'Urbervilles,Thomas Hardy,"Hardy, Thomas","Margaret R. Higonnet, Tim Dolin",,,3,3.81,Penguin Classics,Paperback,518,2003,1891,,2012/08/25,,,read,,,,1,,,0,,,,,
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,0375507256,9780375507250,4,4.00,Random House,Paperback,509,2004,2004,,2012/08/25,,,read,,,,1,,,0,,,,,
194649,The Law and the Lady,Wilkie Collins,"Collins, Wilkie",,1592244068,9781592244065,3,3.80,Wildside Press,Paperback,348,2003,1875,,2012/08/25,,,read,,,,1,,,0,,,,,
18490,Frankenstein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft","Percy Bysshe Shelley, Maurice Hindle",0141439475,9780141439471,3,3.82,Penguin,Paperback,273,2003,1818,,2012/08/25,,,read,,,,1,,,0,,,,,
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",Arthur Wesley Wheen,0449213943,9780449213940,3,3.99,Ballantine Books,Mass Market Paperback,296,1987,1929,,2012/08/25,,,read,,,,1,,,0,,,,,
12873,Rebecca,Daphne du Maurier,"Maurier, Daphne du",Sally Beauman,1844080382,9781844080380,5,4.23,Virago Press (UK),Paperback,428,2003,1938,,2012/08/25,,,read,,,,1,,,0,,,,,
2175,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave","Mark Overstall, Malcolm Bowie, Margaret Mauldon",0192840398,9780192840394,4,3.68,Oxford University Press,Paperback,329,2004,1857,,2012/08/25,,,read,,,,1,,,0,,,,,
17245,Dracula,Bram Stoker,"Stoker, Bram","Nina Auerbach, David J. Skal",0393970124,9780393970128,3,4.00,Norton,Paperback,488,1986,1897,,2012/08/25,,,read,,,,1,,,0,,,,,
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,,,4,3.89,Penguin,Paperback,331,1995,1955,,2012/08/25,,,read,,,,1,,,0,,,,,
3103,Maurice,E.M. Forster,"Forster, E.M.",,0393310329,9780393310320,4,4.05,W. W. Norton  Company,Paperback,256,2005,1971,,2012/08/25,,,read,,,,1,,,0,,,,,
338807,Ruth,Elizabeth Gaskell,"Gaskell, Elizabeth",Angus Easson,0140434305,9780140434309,3,3.81,Penguin Classics,Paperback,432,1997,1853,,2012/08/25,,,read,,,,1,,,0,,,,,
720016,Man and Wife,Wilkie Collins,"Collins, Wilkie",,1846370302,9781846370304,3,3.92,Echo Library,Paperback,464,2005,1870,,2012/08/25,,,read,,,,1,,,0,,,,,
1009216,The Dead Secret,Wilkie Collins,"Collins, Wilkie",,0809599171,9780809599172,3,3.74,Wildside Press,Hardcover,340,2004,1856,,2012/08/25,,,read,,,,1,,,0,,,,,
45205,No Name,Wilkie Collins,"Collins, Wilkie",Virginia Blain,019283388X,9780192833884,4,3.94,Oxford University Press,Paperback,748,1998,1862,,2012/08/25,,,read,,,,1,,,0,,,,,
18405,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,0446675539,9780446675536,5,4.30,Warner Books,Mass Market Paperback,1037,1999,1936,,2012/08/25,,,read,,,,1,,,0,,,,,
5890,The Woman in White,Wilkie Collins,"Collins, Wilkie",Matthew Sweet,0141439610,9780141439617,5,3.99,Penguin Classics,Paperback,672,2003,1859,,2012/08/25,,,read,,,,1,,,0,,,,,
114447,The Impressionist,Hari Kunzru,"Kunzru, Hari",,0141008288,9780141008288,5,3.62,Penguin,Paperback,482,2003,2002,,2012/08/25,,,read,,,,1,,,0,,,,,
10746542,The Sense of an Ending,Julian Barnes,"Barnes, Julian",,0224094157,9780224094153,4,3.73,Jonathan Cape,Hardcover,150,2011,2011,,2012/08/25,,,read,,,,1,,,0,,,,,
45369,Arthur & George,Julian Barnes,"Barnes, Julian",,1400097037,9781400097036,5,3.71,Vintage International,Paperback,445,2007,2005,,2012/08/25,,,read,,,,1,,,0,,,,,
32650,The Return of the Native,Thomas Hardy,"Hardy, Thomas",Alexander Theroux,037575718X,9780375757181,2,3.86,Modern Library,Paperback,426,2001,1878,,2012/08/25,,,read,,,,1,,,0,,,,,
341281,The Woodlanders,Thomas Hardy,"Hardy, Thomas",Patricia Ingham,0140435476,9780140435474,5,3.86,Penguin Books Ltd,Paperback,420,1998,1887,,2012/08/25,,,read,,,,1,,,0,,,,,
188572,The Complete Sherlock Holmes,Arthur Conan Doyle,"Doyle, Arthur Conan",,0553328255,9780553328257,5,4.47,Bantam Classics,Paperback,1796,1986,1927,,2012/08/25,,,read,,,,1,,,0,,,,,
156538,North and South,Elizabeth Gaskell,"Gaskell, Elizabeth",,0140620192,9780140620191,4,4.13,Penguin Books,Paperback,521,1994,1855,,2012/08/25,,,read,,,,1,,,0,,,,,
2623,Great Expectations,Charles Dickens,"Dickens, Charles",,0192833596,9780192833594,3,3.78,Oxford University Press,Paperback,505,1998,1861,,2012/08/25,,,read,,,,1,,,0,,,,,
54539,Silas Marner,George Eliot,"Eliot, George",,,,3,3.65,Simon  Schuster,Paperback,262,2005,1861,,2012/08/25,,,read,,,,1,,,0,,,,,
